"","1,3-Butadiene","Acetaldehyde","Benzene","Cyanide Compounds","Diesel Pm","Toluene"
"3752","L","L","H","L","L","L"
"3753","L","L","L","L","L","L"
"3754","L","L","L","L","L","L"
"3755","L","L","L","L","L","L"
"3756","L","L","L","L","L","L"
"3757","L","L","L","L","L","L"
"3758","L","L","L","L","L","L"
"3759","L","L","L","L","L","L"
"3760","L","L","L","L","L","L"
"3761","L","L","L","L","L","L"
"3762","L","L","L","L","L","L"
"3763","L","L","L","L","L","L"
"3764","L","L","L","L","L","L"
"3765","L","L","L","L","L","L"
"3766","L","L","L","L","L","L"
"3767","L","L","L","L","L","L"
"3768","L","L","L","L","L","L"
"3769","L","L","L","L","L","L"
"3770","L","L","L","L","L","L"
"3771","L","L","L","L","L","L"
"3772","L","L","L","L","L","L"
"3773","L","L","L","L","L","L"
"3774","L","L","L","L","L","L"
"3775","L","L","L","L","L","L"
"3776","L","L","L","L","L","L"
"3777","L","L","L","L","L","L"
"3778","L","L","L","L","L","L"
"3779","L","L","H","L","L","L"
"3780","L","L","L","L","L","L"
"3781","L","L","L","L","L","L"
"3782","L","L","L","L","L","L"
"3783","L","L","L","L","L","L"
"3784","L","L","L","L","L","L"
"3785","L","L","L","L","L","L"
"3786","L","L","L","L","L","L"
"3787","L","L","H","L","L","L"
"3788","L","L","L","L","L","L"
"3789","L","L","L","L","L","L"
"3790","L","L","L","L","L","L"
"3791","L","L","L","L","L","L"
"3792","L","L","H","L","L","L"
"3793","H","L","H","L","L","L"
"3794","L","L","H","L","L","L"
"3795","L","L","L","L","L","L"
"3796","H","L","H","L","L","H"
"3797","L","L","L","L","L","L"
"3798","H","L","H","L","L","H"
"3799","L","L","L","L","L","L"
"3800","L","L","L","L","L","L"
"3801","L","L","L","L","L","L"
"3802","L","L","L","L","L","L"
"3803","L","L","L","L","L","L"
"3804","L","L","L","L","L","L"
"3805","L","L","L","L","L","L"
"3806","L","L","L","L","L","L"
"3807","L","L","L","L","L","L"
"3808","L","L","L","L","L","L"
"3809","L","L","L","L","L","L"
"3810","L","L","L","L","L","L"
"3811","L","L","L","L","L","L"
"3812","L","L","L","L","L","L"
"3813","L","L","L","L","L","L"
"3814","L","L","L","L","L","L"
"3815","L","L","L","L","L","L"
"3816","L","L","L","L","L","L"
"3817","L","L","L","L","L","L"
"3818","L","L","L","L","L","L"
"3819","L","L","L","L","L","L"
"3820","L","L","L","L","L","L"
"3821","L","L","L","L","L","L"
"3822","L","L","L","L","L","L"
"3823","L","L","L","L","L","L"
"3824","L","L","L","L","L","L"
"3825","L","L","L","L","L","L"
"3826","L","L","L","L","L","L"
"3827","L","L","L","L","L","L"
"3828","L","L","L","L","L","L"
"3829","L","L","L","L","L","L"
"3830","L","L","L","L","L","L"
"3831","H","L","H","L","L","H"
"3832","L","L","L","L","L","L"
"3833","L","L","L","L","L","L"
"3834","L","L","L","L","L","L"
"3835","L","L","L","L","L","L"
"3836","L","L","L","L","L","L"
"3837","L","L","L","L","L","H"
"3838","L","L","L","L","L","L"
"3839","L","L","L","L","L","L"
"3840","L","L","L","L","L","L"
"3841","L","L","L","L","L","L"
"3842","L","L","L","L","L","L"
"3843","L","L","L","L","L","L"
"3844","L","L","L","L","L","L"
"3845","L","L","L","L","L","L"
"3846","L","L","L","L","L","L"
"3847","L","L","L","L","L","L"
"3848","L","L","L","L","L","L"
"3849","L","L","L","L","L","L"
"3850","L","L","L","L","L","L"
"3851","L","L","L","L","L","L"
"3852","L","L","L","L","L","L"
"3853","L","L","L","L","L","L"
"3854","L","L","L","L","L","L"
"3855","L","L","L","L","L","L"
"3856","L","L","L","L","L","L"
"3857","L","L","L","L","L","L"
"3858","L","L","L","L","L","L"
"3859","L","L","L","L","L","L"
"3860","L","L","L","L","L","L"
"3861","L","L","L","L","L","L"
"3862","L","L","L","L","L","L"
"3863","L","L","L","L","L","L"
"3864","L","L","L","L","L","L"
"3865","L","L","L","L","L","L"
"3866","L","L","L","L","L","L"
"3867","L","L","L","L","L","L"
"3868","L","L","L","L","L","L"
"3869","L","L","L","L","L","L"
"3870","L","H","L","L","L","L"
"3871","L","H","L","L","L","L"
"3872","L","H","L","L","L","L"
"3873","L","H","L","L","L","L"
"3874","L","H","L","L","L","L"
"3875","L","H","L","L","L","L"
"3876","L","H","L","L","L","L"
"3877","L","H","L","L","L","L"
"3878","L","H","L","H","L","L"
"3879","L","H","L","H","L","L"
"3880","L","H","L","L","L","L"
"3881","L","H","L","L","L","L"
"3882","L","H","L","L","L","L"
"3883","L","H","L","L","L","L"
"3884","L","H","L","L","L","L"
"3885","L","L","L","L","L","L"
"3886","L","L","L","L","L","L"
"3887","L","L","L","L","L","L"
"3888","L","L","L","L","L","L"
"3889","L","L","L","L","L","L"
"3890","H","H","H","H","H","H"
"3891","H","H","H","H","H","H"
"3892","H","H","H","H","H","H"
"3893","H","H","H","H","H","H"
"3894","H","H","H","H","H","H"
"3895","H","H","H","H","H","H"
"3896","H","H","H","H","H","H"
"3897","H","H","H","H","H","H"
"3898","H","H","H","H","H","H"
"3899","H","H","H","H","H","H"
"3900","H","H","H","H","H","H"
"3901","H","H","H","H","H","H"
"3902","H","H","H","H","H","H"
"3903","H","H","H","H","H","H"
"3904","H","H","H","H","H","H"
"3905","H","H","H","H","H","H"
"3906","H","H","H","H","H","H"
"3907","H","H","H","H","H","H"
"3908","H","H","H","H","H","H"
"3909","H","H","H","H","H","H"
"3910","H","H","H","H","H","H"
"3911","H","H","H","H","H","H"
"3912","H","H","H","H","H","H"
"3913","H","H","H","H","H","H"
"3914","H","H","H","H","H","H"
"3915","H","H","H","H","H","H"
"3916","H","H","H","H","H","H"
"3917","H","H","H","H","H","H"
"3918","H","H","H","H","H","H"
"3919","H","H","H","H","H","H"
"3920","H","H","H","H","H","H"
"3921","H","H","H","H","H","H"
"3922","H","H","H","H","H","H"
"3923","H","H","H","H","H","H"
"3924","H","H","H","H","H","H"
"3925","H","H","H","H","H","H"
"3926","H","H","H","H","H","H"
"3927","H","H","H","H","H","H"
"3928","H","H","H","H","H","H"
"3929","H","H","H","H","H","H"
"3930","H","H","H","H","H","H"
"3931","H","H","H","H","H","H"
"3932","H","H","H","H","H","H"
"3933","H","H","H","H","H","H"
"3934","H","H","H","H","H","H"
"3935","H","H","H","H","H","H"
"3936","H","H","H","H","H","H"
"3937","H","H","H","H","H","H"
"3938","H","H","H","H","H","H"
"3939","H","H","H","H","H","H"
"3940","H","H","H","H","L","H"
"3941","H","H","H","H","H","H"
"3942","H","H","H","H","H","H"
"3943","L","H","H","H","L","H"
"3944","H","H","H","H","H","H"
"3945","H","H","H","H","H","H"
"3946","H","H","H","H","H","H"
"3947","L","H","H","H","H","H"
"3948","L","H","L","L","L","H"
"3949","H","H","H","H","H","H"
"3950","L","H","H","H","L","H"
"3951","H","H","H","H","H","H"
"3952","H","H","H","H","H","H"
"3953","H","H","H","H","H","H"
"3954","L","H","L","H","H","H"
"3955","L","H","L","L","L","H"
"3956","L","H","L","L","L","H"
"3957","L","H","H","H","L","H"
"3958","H","H","H","H","H","H"
"3959","L","H","L","H","L","L"
"3960","L","H","L","L","L","L"
"3961","L","H","L","L","L","L"
"3962","L","H","L","L","L","L"
"3963","L","H","L","L","L","L"
"3964","L","H","L","L","L","L"
"3965","L","H","L","L","L","L"
"3966","L","H","L","L","L","H"
"3967","L","H","L","L","L","H"
"3968","H","H","H","H","H","H"
"3969","L","H","H","L","H","H"
"3970","L","L","L","L","L","L"
"3971","L","H","L","H","L","H"
"3972","L","L","L","H","L","H"
"3973","L","H","L","H","L","H"
"3974","L","H","L","L","L","H"
"3975","L","L","L","L","L","L"
"3976","L","H","L","L","L","L"
"3977","L","H","L","L","L","L"
"3978","L","H","L","L","L","L"
"3979","L","H","L","L","L","L"
"3980","L","H","L","L","L","L"
"3981","L","H","L","L","L","L"
"3982","L","L","L","L","L","L"
"3983","L","L","L","L","L","L"
"3984","L","L","L","L","L","L"
"3985","L","L","L","L","L","L"
"3986","L","H","H","L","H","L"
"3987","L","L","H","L","H","L"
"3988","L","L","L","L","H","L"
"3989","L","L","H","L","H","L"
"3990","L","L","L","L","L","L"
"3991","L","L","H","L","H","L"
"3992","L","L","L","L","L","L"
"3993","L","L","L","L","L","L"
"3994","L","L","L","L","L","L"
"3995","L","L","L","L","L","L"
"3996","L","L","L","L","L","L"
"3997","L","L","L","L","L","L"
"3998","L","L","L","L","L","L"
"3999","L","L","L","L","L","L"
"4000","L","L","L","L","L","L"
"4001","L","L","L","L","L","L"
"4002","L","L","L","L","L","L"
"4003","L","L","L","L","L","L"
"4004","L","L","L","L","L","L"
"4005","L","L","L","L","H","L"
"4006","L","H","H","L","H","L"
"4007","L","L","L","L","L","L"
"4008","L","L","L","L","L","L"
"4009","L","L","L","L","L","L"
"4010","L","L","L","L","L","L"
"4011","L","L","L","L","L","L"
"4012","L","L","L","L","L","L"
"4013","L","L","L","L","H","L"
"4014","L","L","L","L","L","L"
"4015","L","L","L","L","L","L"
"4016","L","L","L","L","L","L"
"4017","L","H","H","L","H","L"
"4018","L","L","L","L","L","L"
"4019","L","L","L","L","H","L"
"4020","L","L","L","L","H","L"
"4021","L","L","L","L","L","L"
"4022","L","L","L","L","H","L"
"4023","L","L","L","L","L","L"
"4024","L","L","L","L","L","L"
"4025","L","L","L","L","L","L"
"4026","L","L","L","H","L","L"
"4027","L","L","L","L","L","L"
"4028","L","L","L","L","L","L"
"4029","L","L","H","L","L","L"
"4030","L","L","L","L","L","L"
"4031","L","L","H","L","L","L"
"4032","L","L","H","L","L","L"
"4033","L","L","L","L","L","L"
"4034","L","L","L","L","L","L"
"4035","L","L","L","L","L","L"
"4036","L","L","L","L","L","L"
"4037","L","L","L","L","L","L"
"4038","L","L","H","L","L","L"
"4039","L","L","L","L","L","L"
"4040","L","L","L","L","L","L"
"4041","H","L","H","L","L","L"
"4042","L","L","L","L","L","L"
"4043","H","L","H","L","H","H"
"4044","L","L","L","L","L","L"
"4045","L","L","L","L","L","L"
"4046","L","L","L","L","H","L"
"4047","H","L","H","L","L","L"
"4048","L","L","H","L","H","L"
"4049","L","L","L","L","L","L"
"4050","L","L","L","L","L","L"
"4051","L","L","H","L","H","H"
"4052","L","L","L","L","L","L"
"4053","L","L","L","L","L","L"
"4054","L","L","L","L","L","L"
"4055","L","L","L","L","L","L"
"4056","H","L","H","L","H","H"
"4057","H","L","H","L","H","H"
"4058","L","L","L","L","L","L"
"4059","L","L","L","L","L","L"
"4060","L","L","L","L","L","L"
"4061","L","L","L","L","L","L"
"4062","H","L","H","L","H","L"
"4063","L","L","H","L","H","L"
"4064","H","L","H","L","H","H"
"4065","H","L","H","L","H","L"
"4066","L","L","L","L","L","L"
"4067","L","L","L","L","L","L"
"4068","L","L","L","L","L","L"
"4069","L","L","L","L","L","L"
"4070","L","L","L","L","L","L"
"4071","L","L","L","L","L","L"
"4072","H","L","H","L","L","H"
"4073","L","L","H","L","L","H"
"4074","L","L","H","L","L","L"
"4075","L","L","L","L","L","L"
"4076","L","L","L","L","L","L"
"4077","L","L","L","L","L","L"
"4078","L","L","L","L","L","L"
"4079","L","L","L","L","L","L"
"4080","L","L","L","L","L","L"
"4081","L","L","L","L","L","L"
"4082","L","L","L","L","L","L"
"4083","L","L","L","L","L","L"
"4084","L","L","L","L","L","L"
"4085","L","L","L","L","L","L"
"4086","L","L","L","L","L","L"
"4087","L","L","L","L","L","L"
"4088","L","L","L","L","L","L"
"4089","H","H","H","L","H","H"
"4090","H","L","H","L","H","H"
"4091","H","L","H","L","H","H"
"4092","H","L","H","L","H","H"
"4093","H","L","H","L","H","H"
"4094","H","L","H","L","H","H"
"4095","H","H","H","L","L","H"
"4096","L","L","H","L","H","H"
"4097","H","L","H","L","H","H"
"4098","H","L","H","L","H","H"
"4099","H","L","H","L","H","H"
"4100","H","L","H","L","H","H"
"4101","H","L","H","L","H","H"
"4102","H","L","H","L","H","H"
"4103","H","H","H","L","H","H"
"4104","L","H","H","L","H","H"
"4105","H","H","H","L","H","H"
"4106","H","H","H","L","H","H"
"4107","L","L","H","L","L","H"
"4108","L","L","L","L","L","L"
"4109","H","L","H","L","L","L"
"4110","H","L","H","H","H","H"
"4111","H","L","H","L","H","H"
"4112","H","L","H","L","H","H"
"4113","H","L","H","L","L","H"
"4114","H","L","L","L","L","L"
"4115","L","L","L","L","L","L"
"4116","L","L","L","L","L","L"
"4117","L","L","H","L","H","H"
"4118","L","L","H","L","H","H"
"4119","H","L","H","L","L","H"
"4120","H","L","H","L","L","H"
"4121","L","L","L","L","L","L"
"4122","H","L","L","L","L","L"
"4123","L","L","L","L","L","L"
"4124","L","L","L","L","L","L"
"4125","L","L","L","L","L","L"
"4126","L","L","L","L","L","L"
"4127","L","L","L","L","H","L"
"4128","L","L","L","L","L","L"
"4129","L","L","H","L","H","H"
"4130","L","L","H","L","H","L"
"4131","H","L","H","L","H","H"
"4132","L","L","L","L","L","L"
"4133","H","L","H","L","H","H"
"4134","L","L","L","L","H","L"
"4135","H","L","H","L","L","L"
"4136","L","L","L","L","L","L"
"4137","H","L","H","L","L","H"
"4138","H","L","L","L","L","H"
"4139","L","L","L","L","L","L"
"4140","L","L","L","L","H","L"
"4141","L","L","L","L","L","L"
"4142","L","L","L","L","L","L"
"4143","H","L","H","L","H","H"
"4144","H","L","H","L","L","H"
"4145","H","L","L","L","L","L"
"4146","H","L","H","L","H","L"
"4147","H","L","H","L","L","H"
"4148","H","L","H","L","H","H"
"4149","H","L","H","L","H","H"
"4150","H","L","H","L","L","H"
"4151","H","L","H","L","H","H"
"4152","H","L","H","H","L","H"
"4153","H","L","H","L","L","H"
"4154","H","L","H","H","L","H"
"4155","H","L","H","H","L","H"
"4156","H","L","H","H","L","H"
"4157","H","L","H","H","H","H"
"4158","H","L","H","H","L","H"
"4159","H","L","H","H","H","H"
"4160","H","L","H","H","L","H"
"4161","H","L","H","L","H","H"
"4162","H","L","H","L","L","H"
"4163","H","L","H","H","L","H"
"4164","H","L","H","L","L","H"
"4165","H","L","H","H","L","H"
"4166","H","L","H","H","H","H"
"4167","H","L","H","H","L","H"
"4168","H","L","H","H","H","H"
"4169","H","L","H","H","L","L"
"4170","H","L","H","H","L","H"
"4171","H","L","H","H","L","H"
"4172","H","L","L","H","L","L"
"4173","H","L","L","H","L","L"
"4174","H","L","H","H","L","H"
"4175","H","L","H","H","L","H"
"4176","H","L","H","H","H","H"
"4177","H","L","L","H","L","H"
"4178","H","L","H","H","L","H"
"4179","H","L","H","H","H","H"
"4180","H","L","H","H","H","H"
"4181","H","L","H","H","H","H"
"4182","H","L","H","H","H","H"
"4183","H","L","H","H","L","H"
"4184","H","L","H","H","L","H"
"4185","H","L","H","H","L","H"
"4186","H","L","H","H","L","H"
"4187","H","L","H","H","L","H"
"4188","H","L","H","H","L","H"
"4189","H","L","H","H","L","H"
"4190","H","L","H","H","L","H"
"4191","H","L","H","H","L","H"
"4192","H","L","H","H","L","H"
"4193","H","L","H","H","L","H"
"4194","H","L","H","H","L","H"
"4195","H","L","H","H","L","H"
"4196","H","L","H","H","H","H"
"4197","H","L","H","H","H","H"
"4198","H","H","H","H","H","H"
"4199","H","H","H","H","H","H"
"4200","H","H","H","H","H","H"
"4201","H","L","H","H","H","H"
"4202","H","L","H","H","L","H"
"4203","H","L","H","H","L","H"
"4204","H","L","H","H","L","H"
"4205","H","L","H","H","L","H"
"4206","H","L","H","H","L","H"
"4207","H","L","H","H","L","H"
"4208","H","L","H","H","L","H"
"4209","H","L","H","H","L","H"
"4210","H","L","H","H","L","H"
"4211","H","L","H","H","L","H"
"4212","H","L","H","H","L","H"
"4213","H","L","H","H","L","H"
"4214","H","L","H","H","L","H"
"4215","H","L","H","H","H","H"
"4216","H","L","H","H","H","H"
"4217","H","L","H","H","L","H"
"4218","H","L","H","H","L","H"
"4219","H","L","H","H","L","H"
"4220","H","L","H","H","H","H"
"4221","H","L","H","H","L","H"
"4222","H","L","H","H","H","H"
"4223","H","L","H","H","H","H"
"4224","H","H","H","H","H","H"
"4225","H","H","H","H","L","H"
"4226","H","H","H","H","L","H"
"4227","H","H","H","H","H","H"
"4228","H","H","H","H","H","H"
"4229","H","H","H","L","L","H"
"4230","H","H","H","L","H","H"
"4231","H","H","H","H","H","H"
"4232","H","H","H","L","H","H"
"4233","H","H","H","H","H","H"
"4234","H","H","H","L","H","H"
"4235","H","H","H","L","L","H"
"4236","L","L","L","L","L","L"
"4237","L","L","L","L","L","L"
"4238","L","L","L","L","L","L"
"4239","L","L","L","L","L","H"
"4240","H","H","H","H","H","H"
"4241","H","H","H","H","L","H"
"4242","L","L","L","H","L","H"
"4243","H","H","H","H","H","H"
"4244","H","H","H","H","H","H"
"4245","H","H","H","H","L","H"
"4246","L","H","H","H","L","H"
"4247","L","H","L","H","L","H"
"4248","L","H","L","H","L","H"
"4249","H","H","H","H","H","H"
"4250","H","H","H","H","H","H"
"4251","L","H","H","H","L","H"
"4252","L","H","L","H","L","H"
"4253","H","H","H","H","H","H"
"4254","H","H","H","H","L","H"
"4255","H","H","H","H","H","H"
"4256","H","H","H","H","H","H"
"4257","H","H","H","H","H","H"
"4258","H","H","H","H","H","H"
"4259","H","H","H","H","H","H"
"4260","H","H","H","H","H","H"
"4261","H","H","H","H","H","H"
"4262","H","H","H","H","H","H"
"4263","H","H","H","H","H","H"
"4264","H","H","H","H","H","H"
"4265","H","H","H","H","H","H"
"4266","H","H","H","H","L","H"
"4267","H","H","H","H","H","H"
"4268","H","H","H","H","H","H"
"4269","H","H","H","H","H","H"
"4270","H","H","H","H","H","H"
"4271","H","H","H","H","H","H"
"4272","H","H","H","H","H","H"
"4273","H","H","H","H","H","H"
"4274","H","H","H","H","H","H"
"4275","H","H","H","H","H","H"
"4276","H","H","H","H","H","H"
"4277","H","H","H","H","H","H"
"4278","H","H","H","H","H","H"
"4279","H","H","H","H","H","H"
"4280","H","H","H","H","H","H"
"4281","H","H","H","H","H","H"
"4282","H","H","H","H","H","H"
"4283","H","H","H","H","H","H"
"4284","H","H","H","H","H","H"
"4285","H","H","H","H","H","H"
"4286","H","L","H","H","H","H"
"4287","H","H","H","H","H","H"
"4288","H","H","H","H","H","H"
"4289","H","H","H","H","H","H"
"4290","H","H","H","H","H","H"
"4291","H","H","H","H","H","H"
"4292","H","H","H","H","H","H"
"4293","H","H","H","H","H","H"
"4294","H","H","H","H","H","H"
"4295","H","H","H","H","H","H"
"4296","H","H","H","H","H","H"
"4297","H","H","H","H","H","H"
"4298","H","H","H","H","H","H"
"4299","H","H","H","H","H","H"
"4300","H","H","H","H","H","H"
"4301","H","H","H","H","H","H"
"4302","H","H","H","H","H","H"
"4303","H","H","H","H","H","H"
"4304","H","H","H","H","H","H"
"4305","H","H","H","H","H","H"
"4306","H","H","H","H","H","H"
"4307","H","H","H","H","H","H"
"4308","H","H","H","H","H","H"
"4309","H","H","H","H","L","H"
"4310","H","L","H","H","H","H"
"4311","H","H","H","H","H","H"
"4312","H","H","H","H","H","H"
"4313","H","H","H","H","H","H"
"4314","H","H","H","H","H","H"
"4315","H","H","H","H","H","H"
"4316","H","H","H","H","H","H"
"4317","H","H","H","H","H","H"
"4318","H","H","H","H","L","H"
"4319","H","H","H","H","H","H"
"4320","H","H","H","H","H","H"
"4321","H","H","H","H","L","H"
"4322","H","H","H","H","H","H"
"4323","H","H","H","H","H","H"
"4324","H","H","H","H","L","H"
"4325","H","H","H","H","L","H"
"4326","H","H","H","H","L","H"
"4327","H","H","H","H","L","H"
"4328","H","H","H","H","L","H"
"4329","H","H","H","H","L","H"
"4330","H","H","H","H","L","H"
"4331","H","H","H","H","H","H"
