"","1,3-Butadiene","Acetaldehyde","Benzene","Cyanide Compounds","Diesel Pm","Toluene"
"6433","H","L","H","L","H","H"
"6434","H","L","H","L","H","H"
"6435","H","L","H","L","H","H"
"6436","H","L","H","L","H","H"
"6437","H","H","H","L","H","H"
"6438","H","L","H","L","H","H"
"6439","H","L","H","L","H","H"
"6440","H","L","H","L","H","H"
"6441","H","L","H","L","H","H"
"6442","H","L","H","L","H","H"
"6443","H","L","H","L","H","H"
"6444","H","L","H","L","H","H"
"6445","H","L","H","L","H","H"
"6446","H","L","H","L","H","H"
"6447","H","L","H","L","H","H"
"6448","H","H","H","L","H","H"
"6449","H","H","H","L","H","H"
"6450","H","H","H","L","H","H"
"6451","H","H","H","L","H","H"
"6452","H","H","H","L","H","H"
"6453","H","L","H","L","H","H"
"6454","H","L","H","L","H","H"
"6455","H","L","H","L","H","H"
"6456","H","L","H","L","H","H"
"6457","H","L","H","L","H","H"
"6458","H","L","H","L","H","H"
"6459","H","L","H","L","H","H"
"6460","H","L","H","L","H","H"
"6461","H","L","H","L","H","H"
"6462","H","L","H","L","H","H"
"6463","H","L","H","L","H","H"
"6464","H","L","H","L","H","H"
"6465","H","L","H","L","H","H"
"6466","H","L","H","L","H","H"
"6467","H","L","H","L","H","H"
"6468","H","L","H","L","H","H"
"6469","H","L","H","L","H","H"
"6470","H","L","H","L","H","H"
"6471","H","L","H","L","H","H"
"6472","H","L","H","L","H","H"
"6473","H","L","H","L","H","H"
"6474","H","L","H","L","H","H"
"6475","H","L","H","L","H","H"
"6476","H","L","H","L","H","H"
"6477","H","L","H","L","H","H"
"6478","H","L","H","L","H","H"
"6479","H","L","H","L","H","H"
"6480","H","L","H","L","H","H"
"6481","H","L","H","L","H","H"
"6482","H","L","H","L","H","H"
"6483","H","L","H","L","H","H"
"6484","H","L","H","L","H","H"
"6485","H","L","H","L","H","H"
"6486","H","L","H","L","H","H"
"6487","H","L","H","L","H","H"
"6488","H","L","H","L","H","H"
"6489","H","L","H","L","H","H"
"6490","H","L","H","L","H","H"
"6491","H","L","H","L","H","H"
"6492","H","L","H","L","H","H"
"6493","H","L","H","L","H","H"
"6494","H","L","H","L","H","H"
"6495","H","L","H","L","H","H"
"6496","H","L","H","L","H","H"
"6497","H","L","H","L","H","H"
"6498","H","L","H","L","H","H"
"6499","H","L","H","L","H","H"
"6500","H","L","H","L","H","H"
"6501","H","L","H","L","H","H"
"6502","H","L","H","L","H","H"
"6503","H","L","H","L","H","H"
"6504","H","L","H","L","H","H"
"6505","H","L","H","L","H","H"
"6506","H","L","H","L","H","H"
"6507","H","L","H","L","H","H"
"6508","H","L","H","L","H","H"
"6509","H","L","H","L","H","H"
"6510","H","L","H","L","H","L"
"6511","H","L","H","L","H","H"
"6512","H","L","H","L","H","H"
"6513","H","L","H","L","H","L"
"6514","H","L","H","L","H","L"
"6515","H","L","H","L","H","H"
"6516","H","L","H","L","H","L"
"6517","H","L","H","L","H","H"
"6518","H","L","H","L","H","H"
"6519","H","L","H","L","H","H"
"6520","H","L","L","L","L","L"
"6521","L","L","L","L","L","L"
"6522","H","L","L","L","H","L"
"6523","H","L","L","L","L","L"
"6524","L","L","L","L","L","L"
"6525","H","L","H","L","H","H"
"6526","H","L","H","L","H","H"
"6527","H","L","H","L","H","H"
"6528","H","L","H","L","H","H"
"6529","H","L","H","L","H","L"
"6530","L","L","L","L","L","L"
"6531","H","L","H","L","H","H"
"6532","H","L","H","L","H","H"
"6533","H","L","H","L","H","H"
"6534","H","L","H","L","H","H"
"6535","H","L","H","L","H","H"
"6536","H","L","H","L","H","L"
"6537","H","L","H","L","H","L"
"6538","L","L","L","L","L","L"
"6539","L","L","L","L","L","L"
"6540","L","L","L","L","L","L"
"6541","L","L","L","L","L","L"
"6542","H","L","H","L","H","H"
"6543","H","H","H","L","H","H"
"6544","H","L","H","L","H","H"
"6545","H","H","H","L","H","H"
"6546","H","L","H","L","H","H"
"6547","H","H","H","L","H","H"
"6548","H","H","H","L","H","H"
"6549","L","L","L","L","L","L"
"6550","H","L","L","L","H","L"
"6551","L","L","L","L","L","L"
"6552","H","L","H","L","H","H"
"6553","H","L","H","L","H","H"
"6554","H","L","H","L","H","H"
"6555","L","L","L","L","L","L"
"6556","H","H","H","L","L","H"
"6557","H","H","H","L","H","H"
"6558","H","H","H","L","L","H"
"6559","H","H","H","L","L","H"
"6560","H","H","H","L","L","H"
"6561","H","H","H","L","H","H"
"6562","H","H","H","L","H","H"
"6563","L","H","L","L","H","L"
"6564","H","H","H","L","H","H"
"6565","H","H","H","L","H","L"
"6566","H","H","H","L","H","L"
"6567","H","H","H","L","H","L"
"6568","H","H","H","L","L","L"
"6569","H","H","H","L","L","H"
"6570","L","H","L","L","L","L"
"6571","L","H","L","L","L","L"
"6572","H","H","H","L","L","H"
"6573","L","H","L","L","L","L"
"6574","L","H","L","L","L","L"
"6575","L","H","L","L","H","H"
"6576","L","H","L","L","L","L"
"6577","L","H","L","L","H","L"
"6578","L","H","L","L","H","L"
"6579","L","H","L","L","H","L"
"6580","H","H","H","L","H","H"
"6581","H","H","H","L","H","H"
"6582","L","H","L","L","H","L"
"6583","L","H","L","L","H","L"
"6584","L","H","L","L","H","L"
"6585","L","H","H","L","L","H"
"6586","L","H","H","L","L","L"
"6587","L","H","L","L","L","L"
"6588","H","H","H","L","H","L"
"6589","H","H","H","L","H","L"
"6590","H","H","H","L","H","H"
"6591","H","H","H","L","L","H"
"6592","H","H","H","L","H","H"
"6593","H","H","H","L","H","H"
"6594","H","H","H","L","H","H"
"6595","L","H","L","L","H","L"
"6596","H","H","H","L","L","L"
"6597","H","H","H","L","L","L"
"6598","L","H","L","L","L","L"
"6599","L","H","H","L","L","L"
"6600","H","H","H","L","L","L"
"6601","H","H","H","L","H","L"
"6602","L","H","L","L","H","L"
"6603","L","H","L","L","H","L"
"6604","H","H","H","L","H","L"
"6605","H","H","H","L","H","H"
"6606","H","H","H","L","L","H"
"6607","H","H","H","L","L","H"
"6608","H","H","H","L","L","H"
"6609","L","H","H","L","L","L"
"6610","H","H","H","L","L","L"
"6611","L","H","L","L","L","L"
"6612","H","H","H","L","L","H"
"6613","H","H","H","L","L","H"
"6614","L","H","L","L","L","L"
"6615","L","H","L","L","L","L"
"6616","L","H","H","L","L","L"
"6617","L","H","H","L","L","L"
"6618","H","H","H","L","L","H"
"6619","L","H","L","L","L","L"
"6620","L","H","H","L","L","H"
"6621","L","H","L","L","L","L"
"6622","L","H","L","L","L","L"
"6623","L","H","L","L","L","L"
"6624","L","H","L","L","L","L"
"6625","L","H","L","L","L","L"
"6626","L","H","L","L","H","L"
"6627","L","L","L","L","L","L"
"6628","L","L","L","L","L","L"
"6629","L","L","L","L","L","L"
"6630","L","L","L","L","L","L"
"6631","L","H","L","L","L","L"
"6632","L","H","L","L","H","L"
"6633","L","L","L","L","L","L"
"6634","L","L","L","L","L","L"
"6635","H","H","H","L","L","H"
"6636","H","H","H","L","L","L"
"6637","H","H","H","L","L","H"
"6638","H","H","H","L","L","H"
"6639","H","H","H","L","H","H"
"6640","H","H","H","L","H","H"
"6641","L","H","H","L","H","L"
"6642","H","H","H","L","H","H"
"6643","H","H","H","L","H","H"
"6644","H","H","H","L","H","H"
"6645","H","H","H","L","H","H"
"6646","H","H","H","L","H","H"
"6647","H","H","H","L","L","H"
"6648","H","H","H","L","H","H"
"6649","L","H","L","L","L","L"
"6650","L","H","L","L","L","L"
"6651","L","H","L","L","L","L"
"6652","L","H","L","L","L","L"
"6653","L","L","L","L","L","L"
"6654","L","H","L","L","L","L"
"6655","L","L","L","L","L","L"
"6656","L","H","L","L","L","L"
"6657","L","H","L","L","L","L"
"6658","L","L","L","L","L","L"
"6659","L","L","L","L","L","L"
"6660","L","H","H","L","L","L"
"6661","L","H","H","L","L","H"
"6662","L","H","H","L","L","L"
"6663","L","L","L","L","L","L"
"6664","L","H","L","L","H","L"
"6665","L","L","L","L","L","L"
"6666","L","L","L","L","L","L"
"6667","L","L","L","L","L","L"
"6668","L","H","H","L","L","L"
"6669","L","L","L","L","L","L"
"6670","L","L","L","L","L","L"
"6671","L","H","L","L","H","L"
"6672","L","H","H","L","H","L"
"6673","L","H","L","L","H","L"
"6674","L","L","L","L","L","L"
"6675","L","H","H","L","L","L"
"6676","L","H","H","L","H","H"
"6677","L","H","L","L","L","L"
"6678","L","L","L","L","L","L"
"6679","L","L","L","L","L","L"
"6680","L","L","L","L","L","L"
"6681","L","L","L","L","L","L"
"6682","L","L","L","L","L","L"
"6683","L","L","L","L","L","L"
"6684","L","L","L","L","L","L"
"6685","L","L","L","L","L","L"
"6686","L","L","L","L","L","L"
"6687","L","L","L","L","L","L"
"6688","L","L","L","L","L","L"
"6689","L","L","L","L","L","L"
"6690","L","L","L","L","L","L"
"6691","L","L","L","L","L","L"
"6692","L","L","L","L","L","L"
"6693","L","L","L","L","L","L"
"6694","L","L","L","L","L","L"
"6695","L","L","L","L","L","L"
"6696","L","L","L","L","L","L"
"6697","L","L","L","L","L","L"
"6698","L","L","L","L","L","L"
"6699","L","L","L","L","L","L"
"6700","L","L","L","L","L","L"
"6701","L","L","L","L","L","L"
"6702","L","L","L","L","L","L"
"6703","L","L","L","L","L","L"
"6704","L","L","L","L","L","L"
"6705","L","L","L","L","L","L"
"6706","L","L","L","L","L","L"
"6707","L","L","L","L","L","L"
"6708","L","L","L","L","L","L"
"6709","L","L","L","L","L","L"
"6710","L","L","L","L","L","L"
"6711","L","L","L","L","L","L"
"6712","L","L","L","L","L","L"
"6713","L","L","L","L","L","L"
"6714","L","L","L","L","L","L"
"6715","L","L","L","L","L","L"
"6716","L","L","L","L","L","L"
"6717","L","L","H","L","L","L"
"6718","L","L","L","L","L","L"
"6719","L","L","L","L","L","L"
"6720","L","L","L","L","L","L"
"6721","L","L","L","L","L","L"
"6722","L","L","L","L","L","L"
"6723","L","L","L","L","L","L"
"6724","L","L","L","L","L","L"
"6725","L","L","L","L","L","L"
"6726","L","L","L","L","L","L"
"6727","L","L","L","L","L","L"
"6728","L","L","L","L","L","L"
"6729","L","L","L","L","L","L"
"6730","L","L","L","L","L","L"
"6731","L","L","L","L","L","L"
"6732","L","L","L","L","L","L"
"6733","L","L","L","L","L","L"
"6734","L","L","L","L","L","L"
"6735","L","L","L","L","L","L"
"6736","L","L","L","L","L","L"
"6737","L","L","L","L","L","L"
"6738","L","L","L","L","L","L"
"6739","L","L","L","L","L","L"
"6740","L","L","L","L","L","L"
"6741","L","L","L","L","L","L"
"6742","L","L","L","L","L","L"
"6743","L","L","L","L","L","L"
"6744","L","L","L","L","L","L"
"6745","L","L","L","L","L","L"
"6746","L","L","L","L","L","L"
"6747","L","L","L","L","L","L"
"6748","L","L","L","L","L","L"
"6749","L","L","L","L","L","L"
"6750","L","L","L","L","L","L"
"6751","L","L","L","L","L","L"
"6752","L","L","L","L","L","L"
"6753","L","L","L","L","L","L"
"6754","L","L","L","L","L","L"
"6755","L","L","L","L","L","L"
"6756","L","L","L","L","L","L"
"6757","L","L","L","L","L","L"
"6758","L","L","L","L","L","L"
"6759","L","L","L","L","L","L"
"6760","L","L","L","L","L","L"
"6761","L","L","L","L","L","L"
"6762","L","L","L","L","L","L"
"6763","L","L","L","L","H","L"
"6764","H","L","H","L","H","H"
"6765","L","L","L","L","L","L"
"6766","H","L","H","L","H","L"
"6767","H","L","H","L","H","H"
"6768","L","L","L","L","L","L"
"6769","H","L","H","L","L","L"
"6770","H","L","H","L","H","H"
"6771","H","L","H","L","L","L"
"6772","L","L","L","L","L","L"
"6773","L","L","L","L","L","L"
"6774","L","L","L","L","L","L"
"6775","L","L","L","L","L","L"
"6776","L","L","L","L","L","L"
"6777","L","L","L","L","L","L"
"6778","L","L","L","L","L","L"
"6779","L","L","L","L","L","L"
"6780","L","L","L","L","L","L"
"6781","L","L","L","L","L","L"
"6782","L","L","L","L","L","L"
"6783","L","L","L","L","L","L"
"6784","L","L","L","L","L","L"
"6785","L","L","L","L","L","L"
"6786","L","L","L","L","L","L"
"6787","L","L","L","L","L","L"
"6788","L","L","L","L","L","L"
"6789","H","L","L","L","L","L"
"6790","L","L","L","L","L","L"
"6791","H","L","L","L","L","L"
"6792","L","L","L","L","L","L"
"6793","L","L","L","L","L","L"
"6794","L","L","L","L","L","L"
"6795","L","L","L","L","L","L"
"6796","L","L","L","L","L","L"
"6797","L","L","L","L","L","L"
"6798","L","L","L","L","L","L"
"6799","L","L","L","L","L","L"
"6800","L","L","L","L","L","L"
"6801","L","L","L","L","L","L"
"6802","L","L","L","L","L","L"
"6803","L","L","L","L","L","L"
"6804","L","L","H","L","H","L"
"6805","L","L","L","L","L","L"
"6806","L","L","L","L","L","L"
"6807","L","L","L","L","L","L"
"6808","H","L","H","L","L","L"
"6809","L","L","L","L","L","L"
"6810","L","L","L","L","L","L"
"6811","H","L","L","L","L","L"
"6812","L","L","L","L","L","L"
"6813","L","L","L","L","L","L"
"6814","L","L","L","L","L","L"
"6815","L","L","L","L","L","L"
"6816","L","L","L","L","L","L"
"6817","L","L","L","L","L","L"
"6818","H","L","H","L","H","H"
"6819","H","L","H","L","L","L"
"6820","H","L","H","L","L","H"
"6821","H","L","H","L","L","L"
"6822","H","L","H","L","L","H"
"6823","H","L","L","L","L","L"
"6824","H","L","L","L","L","L"
"6825","H","L","H","L","L","L"
"6826","H","L","H","L","L","H"
"6827","H","L","H","L","L","H"
"6828","H","L","L","L","L","L"
"6829","H","L","H","L","H","H"
"6830","H","L","H","L","H","H"
"6831","H","L","H","L","L","H"
"6832","H","L","L","L","L","L"
"6833","H","L","H","L","H","H"
"6834","L","L","L","L","L","L"
"6835","L","L","L","L","L","L"
"6836","L","L","L","L","L","L"
"6837","L","L","L","L","L","L"
"6838","L","L","L","L","L","L"
"6839","L","L","L","L","L","L"
"6840","L","L","L","L","L","L"
"6841","H","L","L","L","L","L"
"6842","H","L","L","L","L","L"
"6843","H","L","H","L","H","H"
"6844","H","L","L","L","L","L"
"6845","H","L","H","L","H","H"
"6846","H","L","H","L","H","L"
"6847","H","L","H","L","H","L"
"6848","L","L","L","L","L","L"
"6849","L","L","L","L","L","L"
"6850","L","L","L","L","L","L"
"6851","L","L","L","L","L","L"
"6852","L","L","L","L","L","L"
"6853","H","L","L","L","L","L"
"6854","H","L","L","L","L","L"
"6855","L","L","L","L","L","L"
"6856","L","L","L","L","L","L"
"6857","L","L","L","L","L","L"
"6858","L","L","L","L","L","L"
"6859","L","L","L","L","L","L"
"6860","L","L","L","L","L","L"
"6861","L","L","L","L","L","L"
"6862","L","L","L","L","L","L"
"6863","L","L","L","L","L","L"
"6864","L","L","L","L","L","L"
"6865","H","L","L","L","L","L"
"6866","L","L","L","L","L","L"
"6867","L","L","L","L","L","L"
"6868","L","L","L","L","L","L"
"6869","L","L","L","L","L","L"
"6870","L","L","L","L","L","L"
"6871","L","L","L","L","L","L"
"6872","L","L","L","L","L","L"
"6873","L","L","L","L","L","L"
"6874","L","L","L","L","L","L"
"6875","L","L","L","L","L","L"
"6876","L","L","L","L","L","L"
"6877","L","L","L","L","L","L"
"6878","L","L","L","L","L","L"
"6879","H","L","L","L","L","L"
"6880","L","L","L","L","L","L"
"6881","L","L","L","L","L","L"
"6882","L","L","L","L","L","L"
"6883","L","L","L","L","L","L"
"6884","H","L","H","L","H","H"
"6885","H","L","H","L","L","H"
"6886","L","L","L","L","L","L"
"6887","H","L","H","L","L","H"
"6888","L","L","L","L","L","L"
"6889","L","L","L","L","L","L"
"6890","L","L","L","L","L","L"
"6891","L","L","L","L","L","L"
"6892","L","L","L","L","L","L"
"6893","L","L","L","L","L","L"
"6894","L","L","L","L","L","L"
"6895","L","L","L","L","L","L"
"6896","H","L","L","L","L","L"
"6897","H","L","H","L","H","H"
"6898","H","L","L","L","L","L"
"6899","L","L","L","L","L","L"
"6900","L","L","L","L","L","L"
"6901","L","L","L","L","L","L"
"6902","H","L","H","L","L","L"
"6903","L","L","L","L","L","L"
"6904","H","L","L","L","L","L"
"6905","L","L","L","L","L","L"
"6906","L","L","L","L","L","L"
"6907","L","L","L","L","L","L"
"6908","L","L","L","L","L","L"
"6909","L","L","L","L","L","L"
"6910","L","L","L","L","L","L"
"6911","L","L","L","L","L","L"
"6912","L","L","L","L","L","L"
"6913","L","L","L","L","L","L"
"6914","L","L","L","L","L","L"
"6915","L","L","L","L","L","L"
"6916","L","L","L","L","L","L"
"6917","L","L","L","L","L","L"
"6918","L","L","L","L","L","L"
"6919","L","L","L","L","L","L"
"6920","L","L","L","L","L","L"
"6921","L","L","L","L","L","L"
"6922","L","L","L","L","L","L"
"6923","L","L","L","L","L","L"
"6924","L","L","L","L","L","H"
"6925","H","H","H","L","L","H"
"6926","H","L","H","L","L","H"
"6927","L","L","L","L","L","H"
"6928","L","L","L","L","L","L"
"6929","L","L","L","L","L","L"
"6930","L","L","L","L","L","L"
"6931","L","L","L","L","L","L"
"6932","H","L","H","L","L","H"
"6933","L","L","L","L","L","L"
"6934","H","H","H","L","L","H"
"6935","H","L","H","L","L","H"
"6936","H","L","H","L","L","H"
"6937","H","L","H","L","L","H"
"6938","L","L","L","L","L","L"
"6939","L","L","L","L","L","L"
"6940","L","L","L","L","L","L"
"6941","L","L","L","L","L","L"
"6942","L","L","L","L","L","L"
"6943","L","L","L","L","L","L"
"6944","L","L","L","L","L","L"
"6945","L","L","L","L","L","L"
"6946","L","L","L","L","L","L"
"6947","L","L","L","L","L","L"
"6948","L","L","L","L","L","L"
"6949","L","L","L","L","L","L"
"6950","L","L","L","L","L","L"
"6951","L","L","L","L","L","L"
"6952","L","L","L","L","L","L"
"6953","L","L","L","L","L","L"
"6954","L","L","L","L","L","L"
"6955","L","L","L","L","L","L"
"6956","L","L","L","L","L","L"
"6957","L","L","L","L","L","L"
"6958","L","L","L","L","L","L"
"6959","L","L","L","L","L","L"
"6960","L","L","L","L","L","L"
"6961","L","L","L","L","L","L"
"6962","L","L","L","L","L","L"
"6963","L","L","H","L","L","L"
"6964","L","L","L","L","L","L"
"6965","L","L","L","L","L","L"
"6966","L","L","L","L","L","L"
"6967","L","L","L","L","L","L"
"6968","L","L","L","L","L","L"
"6969","L","L","L","L","L","L"
"6970","L","L","L","L","L","L"
"6971","L","L","L","L","L","L"
"6972","L","L","L","L","L","L"
"6973","L","L","L","L","L","L"
"6974","L","L","L","L","L","L"
"6975","L","L","L","L","L","L"
"6976","L","L","L","L","L","L"
"6977","L","L","L","L","L","L"
"6978","L","L","L","L","L","L"
"6979","L","L","L","L","L","L"
"6980","L","L","L","L","L","L"
"6981","L","L","L","L","L","L"
"6982","L","L","L","L","L","L"
"6983","L","L","L","L","L","L"
"6984","L","L","L","L","L","L"
"6985","L","L","L","L","L","L"
"6986","L","L","L","L","L","L"
"6987","L","L","L","L","L","L"
"6988","L","L","L","L","L","L"
"6989","L","L","L","L","L","L"
"6990","L","L","L","L","L","L"
"6991","L","L","L","L","L","L"
"6992","L","L","L","L","L","L"
"6993","L","L","L","L","L","L"
"6994","L","L","L","L","L","L"
"6995","L","L","L","L","L","L"
"6996","L","L","L","L","L","L"
"6997","L","L","L","L","L","L"
"6998","L","L","L","L","L","H"
"6999","L","L","L","L","L","H"
"7000","L","L","L","L","L","L"
"7001","L","L","L","L","L","L"
"7002","L","L","L","L","L","L"
"7003","L","L","L","L","L","H"
"7004","L","L","L","L","L","L"
"7005","L","L","L","L","L","L"
"7006","L","L","L","L","L","L"
"7007","L","L","L","L","L","L"
"7008","L","L","L","L","L","L"
"7009","L","L","L","L","L","L"
"7010","L","L","L","L","L","L"
"7011","L","L","L","L","L","L"
"7012","L","L","L","L","L","L"
"7013","L","L","L","L","L","L"
"7014","L","L","L","L","L","L"
"7015","L","L","L","L","L","L"
"7016","L","L","L","L","L","L"
"7017","L","L","L","L","L","L"
"7018","L","L","L","L","L","L"
"7019","L","L","L","L","L","L"
"7020","L","L","L","L","L","L"
"7021","L","L","L","L","L","L"
"7022","L","L","L","L","L","L"
"7023","L","L","L","L","L","L"
"7024","L","L","L","L","L","L"
"7025","L","L","L","L","L","L"
"7026","L","L","L","L","L","L"
"7027","L","L","L","L","L","L"
"7028","L","L","L","L","L","L"
"7029","L","L","L","L","L","L"
"7030","H","H","H","L","H","H"
"7031","H","L","H","L","H","H"
"7032","H","H","H","L","H","H"
"7033","H","H","H","L","H","H"
"7034","H","L","H","L","L","H"
"7035","H","H","H","L","H","H"
"7036","H","H","H","L","H","H"
"7037","H","H","H","L","H","H"
"7038","H","H","H","L","H","H"
"7039","H","H","H","L","H","H"
"7040","H","H","H","L","H","H"
"7041","H","L","H","L","L","H"
"7042","H","L","H","L","L","H"
"7043","H","L","H","L","L","H"
"7044","H","L","H","L","L","H"
"7045","H","L","H","L","L","H"
"7046","H","L","H","L","H","H"
"7047","H","L","H","L","L","H"
"7048","H","H","H","L","H","H"
"7049","H","H","H","L","H","H"
"7050","H","H","H","L","H","H"
"7051","H","H","H","L","H","H"
"7052","H","L","H","L","H","H"
"7053","H","L","H","L","H","H"
"7054","H","L","H","L","L","H"
"7055","H","L","H","L","L","H"
"7056","H","L","H","L","L","H"
"7057","H","L","H","L","L","H"
"7058","H","L","H","L","L","H"
"7059","H","H","H","L","H","H"
"7060","H","L","H","L","L","H"
"7061","H","L","H","L","L","H"
"7062","H","L","H","L","L","H"
"7063","H","L","H","L","L","H"
"7064","H","L","H","L","L","H"
"7065","H","L","H","L","L","H"
"7066","H","L","H","L","L","H"
"7067","H","L","H","L","L","H"
"7068","H","L","H","L","L","H"
"7069","H","L","H","L","L","H"
"7070","H","L","H","L","L","H"
"7071","H","L","H","L","L","H"
"7072","H","L","H","L","L","H"
"7073","H","L","H","L","L","H"
"7074","H","L","H","L","L","H"
"7075","H","L","H","L","L","H"
"7076","H","L","H","L","L","H"
"7077","H","L","H","L","L","H"
"7078","H","L","H","L","L","H"
"7079","L","L","L","L","L","H"
"7080","H","L","H","L","L","H"
"7081","H","L","H","L","L","H"
"7082","L","L","H","L","L","H"
"7083","H","H","H","L","H","H"
"7084","H","H","H","L","H","H"
"7085","H","L","H","L","L","H"
"7086","H","L","H","L","H","H"
"7087","L","L","H","L","L","H"
"7088","H","L","H","L","H","H"
"7089","H","L","H","L","H","H"
"7090","H","L","H","L","H","H"
"7091","H","L","H","L","H","H"
"7092","H","L","H","L","H","H"
"7093","L","L","H","L","H","H"
"7094","L","L","H","L","L","H"
"7095","L","L","H","L","L","H"
"7096","H","L","H","L","H","H"
"7097","H","L","H","L","L","H"
"7098","H","L","H","L","H","H"
"7099","H","L","H","L","H","H"
"7100","H","L","H","L","H","H"
"7101","H","L","H","L","H","H"
"7102","H","L","H","L","H","H"
"7103","H","L","H","L","L","H"
"7104","L","L","L","L","L","L"
"7105","L","L","L","L","L","L"
"7106","L","L","L","L","L","L"
"7107","L","L","H","L","L","H"
"7108","L","L","L","L","L","L"
"7109","L","L","L","L","L","L"
"7110","L","L","L","L","L","L"
"7111","L","L","L","L","L","L"
"7112","L","L","H","L","L","H"
"7113","L","L","L","L","L","L"
"7114","L","L","H","L","L","H"
"7115","L","L","L","L","L","L"
"7116","L","L","L","L","L","L"
"7117","L","L","L","L","L","L"
"7118","L","L","L","L","L","L"
"7119","L","L","L","L","L","L"
"7120","L","L","L","L","L","L"
"7121","L","L","H","L","L","H"
"7122","H","L","H","L","H","H"
"7123","L","L","H","L","L","H"
"7124","L","L","H","L","L","H"
"7125","L","L","L","L","L","H"
"7126","L","L","L","L","L","H"
"7127","L","L","L","L","L","H"
"7128","L","L","L","L","L","L"
"7129","L","L","L","L","L","L"
"7130","L","L","L","L","L","H"
"7131","L","L","L","L","L","L"
"7132","H","L","H","L","H","H"
"7133","H","L","H","L","H","H"
"7134","H","L","H","L","H","H"
"7135","H","L","H","L","H","H"
"7136","L","L","L","L","L","L"
"7137","H","L","H","L","L","H"
"7138","H","L","H","L","H","H"
"7139","L","L","H","L","H","H"
"7140","H","L","H","L","H","H"
"7141","L","L","H","L","H","H"
"7142","L","L","L","L","L","L"
"7143","L","L","L","L","L","L"
"7144","L","L","L","L","L","L"
"7145","L","L","H","L","L","H"
"7146","L","L","H","L","L","H"
"7147","L","L","H","L","L","H"
"7148","L","L","H","L","H","H"
"7149","L","L","L","L","L","L"
"7150","L","L","L","L","L","L"
"7151","L","L","L","L","L","L"
"7152","L","L","L","L","L","L"
"7153","L","L","L","L","L","L"
"7154","L","L","L","L","L","L"
"7155","H","L","H","L","L","H"
"7156","L","L","L","L","L","L"
"7157","L","L","L","L","L","L"
"7158","H","L","H","L","L","H"
"7159","L","L","L","L","L","H"
"7160","H","L","H","L","L","H"
"7161","L","L","L","L","L","L"
"7162","L","L","L","L","L","L"
"7163","L","L","L","L","L","H"
"7164","H","L","H","L","L","H"
"7165","H","L","H","L","L","H"
"7166","L","L","H","L","L","H"
"7167","L","L","L","L","L","L"
"7168","L","L","L","L","L","L"
"7169","H","L","H","L","H","H"
"7170","L","L","L","L","L","L"
"7171","L","L","L","L","L","L"
"7172","L","L","L","L","L","L"
"7173","L","L","L","L","L","L"
"7174","L","L","L","L","L","L"
"7175","L","L","L","L","L","L"
"7176","L","L","L","L","L","L"
"7177","L","L","L","L","L","L"
"7178","L","L","L","L","L","L"
"7179","H","L","H","L","H","H"
"7180","H","L","H","L","H","H"
"7181","H","L","H","L","H","H"
"7182","H","L","H","L","H","H"
"7183","L","L","L","L","L","L"
"7184","L","L","L","L","L","L"
"7185","L","L","L","L","L","L"
"7186","H","L","H","L","H","H"
"7187","H","L","H","L","L","H"
"7188","H","L","H","L","L","H"
"7189","H","L","H","L","H","H"
"7190","H","L","L","L","L","H"
"7191","H","L","H","L","L","H"
"7192","H","L","H","L","L","H"
"7193","H","L","H","L","L","H"
"7194","H","L","H","L","L","H"
"7195","H","L","H","L","L","H"
"7196","H","H","H","L","L","H"
"7197","H","L","H","L","L","H"
"7198","H","H","H","L","H","H"
"7199","H","L","H","L","L","H"
"7200","H","L","H","L","L","H"
"7201","H","H","H","L","H","H"
"7202","H","L","H","L","L","H"
"7203","H","L","H","L","H","H"
"7204","H","H","H","L","H","H"
"7205","H","L","H","L","L","H"
"7206","H","L","H","L","L","H"
"7207","H","L","H","L","L","H"
"7208","H","H","H","L","H","H"
"7209","H","L","H","L","L","H"
"7210","H","L","H","L","L","H"
"7211","H","L","H","L","L","H"
"7212","H","L","H","L","L","H"
"7213","H","L","H","L","L","H"
"7214","H","L","H","L","L","H"
"7215","H","L","H","L","L","H"
"7216","H","L","H","L","L","H"
"7217","H","L","H","L","L","H"
"7218","H","L","H","L","L","H"
"7219","H","L","H","L","H","H"
"7220","H","H","H","L","L","H"
"7221","H","L","H","L","H","H"
"7222","H","L","H","L","L","H"
"7223","H","H","H","L","H","H"
"7224","H","L","H","L","L","H"
"7225","H","H","H","L","L","H"
"7226","H","L","H","L","L","H"
"7227","H","L","H","L","L","H"
"7228","H","L","H","L","L","H"
"7229","H","L","L","L","L","H"
"7230","L","L","L","L","L","L"
"7231","H","L","H","L","L","H"
"7232","H","L","H","L","L","H"
"7233","L","L","L","L","L","L"
"7234","H","L","H","L","L","H"
"7235","H","L","H","L","L","H"
"7236","H","L","L","L","L","L"
"7237","H","L","H","L","L","H"
"7238","H","L","L","L","L","H"
"7239","H","L","L","L","L","H"
"7240","L","L","L","L","L","L"
"7241","L","L","L","L","L","L"
"7242","L","L","L","L","L","L"
"7243","L","L","L","L","L","L"
"7244","H","L","L","L","L","H"
"7245","L","L","L","L","L","L"
"7246","L","L","L","L","L","L"
"7247","L","L","L","L","L","L"
"7248","L","L","L","L","L","L"
"7249","L","L","L","L","L","L"
"7250","L","L","L","L","L","L"
"7251","L","L","L","L","L","L"
"7252","L","L","L","L","L","L"
